"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000081818",2.74241834787514,1.48866014643706,1.13147445891867,1.3156816176476,0.18828092656506,0.276167789448259,"PCDHB4","56131","protocadherin beta 4"
"ENSG00000138639",499.238525405885,0.114602038841889,0.0871082646458059,1.31562761935249,0.188299058732796,0.276167789448259,"ARHGAP24","83478","Rho GTPase activating protein 24"
"ENSG00000278828",30.9626542490048,0.418640778258302,0.318212903157719,1.31559963189427,0.188308457189832,0.276167789448259,"HIST1H3H","8357","histone cluster 1 H3 family member h"
"ENSG00000065183",805.639455994179,0.0927435388839133,0.0704973852538581,1.31555998211774,0.188321772557674,0.276167789448259,"WDR3","10885","WD repeat domain 3"
"ENSG00000196081",20.1341540010895,-0.517083858423429,0.39326053767942,-1.31486332565854,0.188555840217746,0.276483531303268,"ZNF724","440519","zinc finger protein 724"
"ENSG00000182901",9.26018874555892,-0.75904433684907,0.577390622593874,-1.31461147297324,0.188640512285538,0.276580170121793,"RGS7","6000","regulator of G protein signaling 7"
"ENSG00000171872",2.49192266742936,-1.61870460368236,1.23154928165774,-1.31436445767195,0.188723585276205,0.276674445419349,"KLF17","128209","Kruppel like factor 17"
"ENSG00000144535",295.834872617637,-0.142868549450582,0.108742940165286,-1.31381907858503,0.188907095649119,0.27691593153737,"DIS3L2","129563","DIS3 like 3'-5' exoribonuclease 2"
"ENSG00000142327",905.600910980588,0.0897703064517985,0.0683379292413811,1.31362345111036,0.188972952870016,0.276984920875018,"RNPEPL1","57140","arginyl aminopeptidase like 1"
"ENSG00000173171",194.608194376473,0.186293353011333,0.141915032582728,1.31271049740791,0.189280518990909,0.277408143286398,"MTX1","4580","metaxin 1"
"ENSG00000101365",766.175688725488,-0.0941821061287448,0.0717824637679092,-1.31204894879701,0.189503619382896,0.27770750148803,"IDH3B","3420","isocitrate dehydrogenase 3 (NAD(+)) beta"
"ENSG00000267673",3.62104351581877,1.2802939087301,0.976311606340019,1.31135787018823,0.189736885357084,0.27802169580361,"FDX1L","112812","ferredoxin 1 like"
"ENSG00000157303",1.06131132472751,-2.43627250126715,1.85826374326515,-1.31104775094324,0.189841631436469,0.278147526007623,"SUSD3","203328","sushi domain containing 3"
"ENSG00000177663",1037.66694105068,0.0899043362269014,0.0685896457460085,1.31075667834504,0.189939983060367,0.278263963254839,"IL17RA","23765","interleukin 17 receptor A"
"ENSG00000170954",83.3263980923684,-0.253665901681758,0.193598829765066,-1.31026567665509,0.190105974538589,0.278479460565523,"ZNF415","55786","zinc finger protein 415"
"ENSG00000147649",3046.46598271832,-0.0633110019996554,0.0483261337241515,-1.31007794583855,0.190169468364461,0.278544784809723,"MTDH","92140","metadherin"
"ENSG00000112576",1597.23341380498,-0.0711028214620673,0.054294351747488,-1.30958044757127,0.190337806466004,0.278763648186025,"CCND3","896","cyclin D3"
"ENSG00000172171",68.2221390556589,-0.283369462501798,0.216495359865967,-1.30889393046222,0.19057028288585,0.279076393995593,"TEFM","79736","transcription elongation factor, mitochondrial"
"ENSG00000197912",1260.37033377817,0.0777865298846303,0.0594613871680695,1.3081855905037,0.190810368276805,0.279400219340641,"SPG7","6687","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSG00000170325",209.939793482711,0.171048695578757,0.130765287010143,1.30805888542492,0.190853337276775,0.279435375003488,"PRDM10","56980","PR/SET domain 10"
"ENSG00000104967",4.06656081622646,1.1961356231048,0.914555957890251,1.30788675398727,0.190911722951097,0.279493093558486,"NOVA2","4858","NOVA alternative splicing regulator 2"
"ENSG00000129910",13.9298650826679,0.640435653341056,0.489695574808661,1.30782405699968,0.190932992558435,0.279496468447181,"CDH15","1013","cadherin 15"
"ENSG00000100031",38.6895390435184,0.37298322236205,0.285320665332263,1.30724222841589,0.191130457897892,0.279757740440871,"GGT1","2678","gamma-glutamyltransferase 1"
"ENSG00000157782",1.11002841960921,-2.51899167834011,1.92765222434965,-1.30676667010823,0.191291968023375,0.279966338106108,"CABP1","9478","calcium binding protein 1"
"ENSG00000198948",14.117573406852,0.661071326345149,0.505983215676996,1.30650840949467,0.191379721108889,0.280066957571523,"MFAP3L","9848","microfibril associated protein 3 like"
"ENSG00000196683",1082.13837933749,0.0938245545515437,0.0718326295916712,1.30615508696931,0.191499822779861,0.280214891593486,"TOMM7","54543","translocase of outer mitochondrial membrane 7"
"ENSG00000113269",413.90980818711,-0.118570046298211,0.0907972385596818,-1.30587722907755,0.191594311394705,0.280325321288113,"RNF130","55819","ring finger protein 130"
"ENSG00000116260",25068.3873958989,-0.0455297534689979,0.0348692226373382,-1.30572895021309,0.191644749276403,0.280371283982095,"QSOX1","5768","quiescin sulfhydryl oxidase 1"
"ENSG00000164659",15.2406168673931,0.601064274911005,0.460520574922294,1.30518441008293,0.191830061430903,0.280614535520461,"KIAA1324L","222223","KIAA1324 like"
"ENSG00000181856",2.34823132879384,1.65611833141701,1.2692711304974,1.30477901184754,0.19196810783641,0.280788603939362,"SLC2A4","6517","solute carrier family 2 member 4"
"ENSG00000106336",4.20642727317328,1.20973824158838,0.927222769392235,1.30468996396769,0.191998440247282,0.280805101951419,"FBXO24","26261","F-box protein 24"
"ENSG00000146574",204.794675959436,0.164696741445819,0.126247366059964,1.30455586192264,0.192044126124413,0.28084404949609,"CCZ1B","221960","CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated"
"ENSG00000091128",9.01232415178923,0.827391614438615,0.634623719949276,1.30375148049106,0.19231833053197,0.281217140130983,"LAMB4","22798","laminin subunit beta 4"
"ENSG00000173728",1.16682291199002,2.35236072936445,1.80708905167641,1.30174034709701,0.193005162055193,0.28213748049687,"C1orf100","200159","chromosome 1 open reading frame 100"
"ENSG00000140090",1.16682291199002,2.35236072936445,1.80708905167641,1.30174034709701,0.193005162055193,0.28213748049687,"SLC24A4","123041","solute carrier family 24 member 4"
"ENSG00000183145",1.16682291199002,2.35236072936445,1.80708905167641,1.30174034709701,0.193005162055193,0.28213748049687,"RIPPLY3","53820","ripply transcriptional repressor 3"
"ENSG00000144868",18.3299677520649,-0.550862352639725,0.423225559340669,-1.30158101391111,0.193059653619318,0.282189147579243,"TMEM108","66000","transmembrane protein 108"
"ENSG00000122085",319.950713998556,0.140112194077861,0.107654737406007,1.30149585103204,0.193088783752684,0.28220373809471,"MTERF4","130916","mitochondrial transcription termination factor 4"
"ENSG00000108175",3312.62635376354,0.063680898600573,0.0489315897427622,1.30142713399154,0.193112290907847,0.282210108418429,"ZMIZ1","57178","zinc finger MIZ-type containing 1"
"ENSG00000141582",334.533148245211,-0.131874466637263,0.101360360359672,-1.30104575565155,0.193242793411237,0.282372822654652,"CBX4","8535","chromobox 4"
"ENSG00000163644",192.57155772063,0.18764690879745,0.144236639007423,1.30096562211071,0.193270222257689,0.282384904890832,"PPM1K","152926","protein phosphatase, Mg2+/Mn2+ dependent 1K"
"ENSG00000279508",1.18606714710388,2.37265747138042,1.82496527720999,1.30011102184242,0.193562920603465,0.282784528534284,NA,NA,NA
"ENSG00000144792",44.8236142749822,0.352220612636982,0.27102047820183,1.29960885234171,0.193735064104977,0.283007966575394,"ZNF660","285349","zinc finger protein 660"
"ENSG00000173404",0.720711248407653,2.91034134239871,2.23955743607777,1.29951627741939,0.193766811018391,0.283026289473641,"INSM1","3642","INSM transcriptional repressor 1"
"ENSG00000104899",2.28988577874345,1.75458078152347,1.35023960879935,1.29945882944707,0.193786513693241,0.283027018017142,"AMH","268","anti-Mullerian hormone"
"ENSG00000105248",155.598509977255,-0.200700470931437,0.154467901637321,-1.29930211263351,0.193840269639296,0.283077476609586,"YJU2","55702","YJU2 splicing factor homolog"
"ENSG00000182791",7.69213289842926,-0.870998721277325,0.67117578118813,-1.29772072486803,0.194383319336766,0.28384240170269,"CCDC87","55231","coiled-coil domain containing 87"
"ENSG00000049246",147.3350024356,-0.205540232972465,0.158399220298652,-1.29760886818087,0.194421773238204,0.283870427381083,"PER3","8863","period circadian regulator 3"
"ENSG00000136867",6.96302774393456,-0.870773343853691,0.672225385195065,-1.29535920991887,0.195196342403697,0.28497312474945,"SLC31A2","1318","solute carrier family 31 member 2"
"ENSG00000153130",1191.67872938067,0.0817980033671084,0.0631886518042464,1.29450464650698,0.195491165359913,0.285375276849684,"SCOC","60592","short coiled-coil protein"
"ENSG00000178772",1.06841048908071,-2.51788025493722,1.94545472243151,-1.29423739648398,0.195583433150359,0.285416378067275,"CPN2","1370","carboxypeptidase N subunit 2"
"ENSG00000254550",1.06841048908071,-2.51788025493722,1.94545472243151,-1.29423739648398,0.195583433150359,0.285416378067275,"OMP","4975","olfactory marker protein"
"ENSG00000143631",16.6871470427263,0.574840473929286,0.444172701525106,1.29418235734776,0.1956024393181,0.285416378067275,"FLG","2312","filaggrin"
"ENSG00000172215",4.14439707079732,-1.15686320155885,0.89391108919937,-1.29415913454546,0.195610459044779,0.285416378067275,"CXCR6","10663","C-X-C motif chemokine receptor 6"
"ENSG00000141642",52.3305293689128,-0.317301787401925,0.2451830073014,-1.29414265243868,0.195616151096318,0.285416378067275,"ELAC1","55520","elaC ribonuclease Z 1"
"ENSG00000138792",2.5100981577323,-1.5628030638209,1.20774309409634,-1.293986338204,0.195670139835712,0.285466889813772,"ENPEP","2028","glutamyl aminopeptidase"
"ENSG00000184428",164.57266490421,-0.186603495214097,0.144256674082728,-1.29355190254202,0.195820245165204,0.285657604003244,"TOP1MT","116447","DNA topoisomerase I mitochondrial"
"ENSG00000255974",1.12943655121405,2.35284200209262,1.81951408232563,1.2931155768167,0.19597108847468,0.285849356882406,"CYP2A6","1548","cytochrome P450 family 2 subfamily A member 6"
"ENSG00000178537",310.444828286777,0.138647187617008,0.107256016992793,1.29267514778518,0.19612343668639,0.286043266688175,"SLC25A20","788","solute carrier family 25 member 20"
"ENSG00000129194",14.223125050434,-0.614479244598075,0.47548907164647,-1.2923099209627,0.196249837607306,0.286199298105727,"SOX15","6665","SRY-box 15"
"ENSG00000196730",8.3685828957162,0.808340923567712,0.626080051542346,1.29111432567827,0.196664037242702,0.286774965952601,"DAPK1","1612","death associated protein kinase 1"
"ENSG00000176410",189.068655999113,-0.173990011966257,0.134809553280406,-1.29063562434893,0.196830056937808,0.286988660382807,"DNAJC30","84277","DnaJ heat shock protein family (Hsp40) member C30"
"ENSG00000101246",564.821870030867,-0.105627417477899,0.081851322067136,-1.29047906387219,0.196884376362222,0.287039463728007,"ARFRP1","10139","ADP ribosylation factor related protein 1"
"ENSG00000160472",1.17011435723857,2.32777851053148,1.80414040205192,1.29024243783023,0.196966495757495,0.287102384974183,"TMEM190","147744","transmembrane protein 190"
"ENSG00000275993",1.17011435723857,2.32777851053148,1.80414040205192,1.29024243783023,0.196966495757495,0.287102384974183,"SIK1B","102724428","salt inducible kinase 1B (putative)"
"ENSG00000106635",635.857851794815,0.0985278756072529,0.0763807852118868,1.28995630686341,0.197065828980416,0.287218768543648,"BCL7B","9275","BCL tumor suppressor 7B"
"ENSG00000160213",1251.49577159693,-0.0767795651744853,0.0595377277716617,-1.28959515332781,0.197191259391105,0.287373161367162,"CSTB","1476","cystatin B"
"ENSG00000177875",20.6423126654613,0.521464547794189,0.40489028858878,1.2879156712099,0.197775319690815,0.288195833656638,"CCDC184","387856","coiled-coil domain containing 184"
"ENSG00000130487",0.654466270929084,-2.94961529776439,2.29043607780875,-1.2877963835543,0.197816851512638,0.288227855421973,"KLHDC7B","113730","kelch domain containing 7B"
"ENSG00000109084",213.850015608959,-0.165463191747808,0.128522477257622,-1.28742610069784,0.197945811797306,0.288387245380456,"TMEM97","27346","transmembrane protein 97"
"ENSG00000188869",1.61401989037421,-1.97790192950132,1.53692146147593,-1.28692453002895,0.198120594415586,0.288613355786983,"TMC3","342125","transmembrane channel like 3"
"ENSG00000116544",1.15087012212471,2.30823093405233,1.79386426355372,1.28673667286265,0.198186086158363,0.288680227100411,"DLGAP3","58512","DLG associated protein 3"
"ENSG00000132434",293.025731685115,-0.146085995208336,0.113573919824474,-1.28626356679517,0.19835109300731,0.288881987841229,"LANCL2","55915","LanC like 2"
"ENSG00000163116",1.05801987947896,-2.41051425232967,1.87409686763473,-1.28622713903361,0.198363802208796,0.288881987841229,"STPG2","285555","sperm tail PG-rich repeat containing 2"
"ENSG00000133739",71.4636905598327,-0.276874650072416,0.215299378489129,-1.28599837126978,0.198443630103137,0.288969688811385,"LRRCC1","85444","leucine rich repeat and coiled-coil centrosomal protein 1"
"ENSG00000196616",1.04629865936618,-2.393481231184,1.86175307189272,-1.28560616728335,0.198580543281684,0.289140490701982,"ADH1B","125","alcohol dehydrogenase 1B (class I), beta polypeptide"
"ENSG00000165730",1.59874535931277,-2.07986162317134,1.61799148725641,-1.28545894063888,0.198631955963647,0.289186779313665,"STOX1","219736","storkhead box 1"
"ENSG00000119487",1941.37873313357,0.0646111396166112,0.0502837765466597,1.2849301316232,0.198816700409217,0.289427156324678,"MAPKAP1","79109","mitogen-activated protein kinase associated protein 1"
"ENSG00000126953",117.052010507708,-0.212866523918536,0.165688276898253,-1.28474100825645,0.198882802935398,0.289494790090064,"TIMM8A","1678","translocase of inner mitochondrial membrane 8A"
"ENSG00000176393",1290.88008903529,0.0800491487450613,0.0623173168134678,1.28454100462428,0.198952725815227,0.289567970873475,"RNPEP","6051","arginyl aminopeptidase"
"ENSG00000176383",4.06629953935601,-1.16499075380945,0.907096012333633,-1.28430809745524,0.19903417467967,0.289657911171026,"B3GNT4","79369","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
"ENSG00000007944",44.2585688874137,0.342236573191551,0.266543088490465,1.28398217012404,0.199148194093883,0.289795229517738,"MYLIP","29116","myosin regulatory light chain interacting protein"
"ENSG00000083896",863.914737490073,0.0905854945425686,0.0705647780242743,1.2837211010769,0.199239558507858,0.289899557043027,"YTHDC1","91746","YTH domain containing 1"
"ENSG00000143224",104.610405105556,0.227790437389645,0.177475315226355,1.2835049037615,0.199315242673538,0.289981050989397,"PPOX","5498","protoporphyrinogen oxidase"
"ENSG00000130770",797.758783693709,-0.0921974329594448,0.0718392027137645,-1.28338608276035,0.199356847269845,0.29001295183723,"ATP5IF1","93974","ATP synthase inhibitory factor subunit 1"
"ENSG00000126001",961.752381685679,-0.0938772714637998,0.0731529008168149,-1.28330210306877,0.199386256177791,0.29002710654839,"CEP250","11190","centrosomal protein 250"
"ENSG00000125652",224.217516158223,0.158466556083829,0.123513666329127,1.28298803519898,0.199496267921839,0.290158491723286,"ALKBH7","84266","alkB homolog 7"
"ENSG00000036530",8.83248107333878,-0.780868544931905,0.608684458199721,-1.28287905894861,0.1995344505013,0.290185388937059,"CYP46A1","10858","cytochrome P450 family 46 subfamily A member 1"
"ENSG00000174498",1.97992527244801,-1.74945395111389,1.36524666118551,-1.28141968836221,0.20004629236269,0.290901061355829,"IGDCC3","9543","immunoglobulin superfamily DCC subclass member 3"
"ENSG00000151806",449.040153305451,-0.112479067775522,0.0877822864476571,-1.28134128566577,0.20007381748129,0.290912383784456,"GUF1","60558","GUF1 homolog, GTPase"
"ENSG00000104848",1.06511904383216,-2.49212865316853,1.94540721237443,-1.2810318771908,0.200182469626539,0.291041653088284,"KCNA7","3743","potassium voltage-gated channel subfamily A member 7"
"ENSG00000115590",1.12520498146152,2.30830618121111,1.8023208722018,1.28074096949849,0.200284664308738,0.291161509428111,"IL1R2","7850","interleukin 1 receptor type 2"
"ENSG00000175197",153.975011014904,0.198414429627276,0.154943151866731,1.2805627563194,0.200347288680043,0.291223822918085,"DDIT3","1649","DNA damage inducible transcript 3"
"ENSG00000173141",371.486852898989,-0.123553219118302,0.0965135198523506,-1.28016488578302,0.200487152545693,0.291398387989982,"MRPL57","78988","mitochondrial ribosomal protein L57"
"ENSG00000175073",622.633089901959,0.102802393716495,0.0803081310971712,1.28009944089106,0.200510165284278,0.291403097915362,"VCPIP1","80124","valosin containing protein interacting protein 1"
"ENSG00000180336",18.1254425796137,0.55023414527828,0.429903993687066,1.27990005526398,0.200580288207285,0.291476265785739,"MEIOC","284071","meiosis specific with coiled-coil domain"
"ENSG00000102309",292.780145406499,0.140326595589072,0.109666565394074,1.27957500159529,0.200694646322075,0.291604985098086,"PIN4","5303","peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
"ENSG00000153310",515.467278216357,-0.112829134972975,0.0881797401386301,-1.27953580715471,0.200708438650766,0.291604985098086,"FAM49B","51571","family with sequence similarity 49 member B"
"ENSG00000198785",3.52295697434821,1.25756912658769,0.982990793460544,1.27932950639396,0.200781046264924,0.291669272518563,"GRIN3A","116443","glutamate ionotropic receptor NMDA type subunit 3A"
"ENSG00000103429",1355.30338547974,0.0745013299710462,0.0582361198306702,1.27929762813301,0.200792267537884,0.291669272518563,"BFAR","51283","bifunctional apoptosis regulator"
"ENSG00000166387",44.247782468865,-0.361197653385774,0.282539486541545,-1.27839707577533,0.201109454599591,0.292101226164263,"PPFIBP2","8495","PPFIA binding protein 2"
"ENSG00000142235",16.3282228268899,-0.568918685418294,0.445122807959241,-1.27811623049967,0.201208446943316,0.29221620920877,"LMTK3","114783","lemur tyrosine kinase 3"
"ENSG00000176473",171.284269251592,0.188841848579137,0.147760534117901,1.27802629915006,0.201240153457855,0.292218614348306,"WDR25","79446","WD repeat domain 25"
"ENSG00000269743",43.6882069116308,0.349818637158734,0.273723704853871,1.27799905874242,0.201249758151398,0.292218614348306,"SLC25A53","401612","solute carrier family 25 member 53"
"ENSG00000100029",1422.69339602214,-0.0717604916147264,0.05618429239791,-1.27723405514307,0.201519627289641,0.292581643876932,"PES1","23481","pescadillo ribosomal biogenesis factor 1"
"ENSG00000158417",3225.97479311063,0.0595449377402592,0.0466240869263885,1.27712823275811,0.2015569788574,0.292607048305788,"EIF5B","9669","eukaryotic translation initiation factor 5B"
"ENSG00000155754",4.66383939146117,-1.06855681158149,0.83681165315243,-1.27693825433242,0.201624047204973,0.292675584330434,"C2CD6","151254","C2 calcium dependent domain containing 6"
"ENSG00000164061",8.83516952417111,0.767995909611317,0.601564612781377,1.27666404122482,0.201720881733748,0.292787310911166,"BSN","8927","bassoon presynaptic cytomatrix protein"
"ENSG00000158941",1217.67703936385,0.0763420179011532,0.0598363490819126,1.27584685684358,0.20200966008105,0.293177584468195,"CCAR2","57805","cell cycle and apoptosis regulator 2"
"ENSG00000101115",1.10706285579941,2.32828309253248,1.8255593850837,1.27538063760425,0.20217454857169,0.293387996932805,"SALL4","57167","spalt like transcription factor 4"
"ENSG00000130540",35.5104136981898,0.381504097443871,0.299290294501591,1.27469585366672,0.202416915004113,0.293710789931142,"SULT4A1","25830","sulfotransferase family 4A member 1"
"ENSG00000163632",2.1069683998303,-1.70777801679806,1.34099597185695,-1.27351465078095,0.202835477067972,0.294285905942042,"C3orf49","132200","chromosome 3 open reading frame 49"
"ENSG00000261115",42.3425545023997,-0.358487249215498,0.281505454622089,-1.27346466411017,0.202853203858407,0.294285905942042,"TMEM178B","100507421","transmembrane protein 178B"
"ENSG00000101247",132.70154275319,0.196416162509479,0.154251631897267,1.27334900832876,0.202894223234406,0.294298808449059,"NDUFAF5","79133","NADH:ubiquinone oxidoreductase complex assembly factor 5"
"ENSG00000178078",6.23500290745785,-0.961370536527658,0.755006803608979,-1.2733269845149,0.202902035055699,0.294298808449059,"STAP2","55620","signal transducing adaptor family member 2"
"ENSG00000213463",649.691869149895,0.100139910536365,0.0786664084779956,1.27296914240563,0.20302899193662,0.294453973938389,"SYNJ2BP","55333","synaptojanin 2 binding protein"
"ENSG00000114902",1010.66332465935,0.0824663687179911,0.0647932939029015,1.27276086382604,0.203102912607198,0.294532197776727,"SPCS1","28972","signal peptidase complex subunit 1"
"ENSG00000197858",1615.73335732241,0.072052966491277,0.0566403805712403,1.27211303604592,0.203332960071001,0.294832887410697,"GPAA1","8733","glycosylphosphatidylinositol anchor attachment 1"
"ENSG00000105967",5.89234343459821,0.972742034238917,0.764695643379609,1.27206430775496,0.20335027144319,0.294832887410697,"TFEC","22797","transcription factor EC"
"ENSG00000138759",5.79939522274333,0.978062453630745,0.768928928218065,1.2719803062909,0.203380116597763,0.294847153100318,"FRAS1","80144","Fraser extracellular matrix complex subunit 1"
"ENSG00000242259",157.335144682856,0.188031474209141,0.147835984479208,1.2718924615785,0.203411330643861,0.294863400317618,"C22orf39","128977","chromosome 22 open reading frame 39"
"ENSG00000135537",37.8947044437919,-0.386088183654931,0.303576953707299,-1.27179675182849,0.203445343360384,0.294883700869919,"AFG1L","246269","AFG1 like ATPase"
"ENSG00000119283",1.08781862068555,2.30841775738364,1.81523141787795,1.27169336903734,0.203482087524614,0.294907956135093,"TRIM67","440730","tripartite motif containing 67"
"ENSG00000189269",1.03987775381686,-2.36719551667283,1.86291082808093,-1.27069716971444,0.203836402871616,0.295392419422014,"DRICH1","51233","aspartate rich 1"
"ENSG00000181817",407.255210052487,0.121805700782788,0.0958978707170937,1.27016063935481,0.204027415014775,0.295640157554592,"LSM10","84967","LSM10, U7 small nuclear RNA associated"
"ENSG00000099899",291.291553009574,0.143725397118312,0.113175934444128,1.2699289634694,0.204109935048687,0.295687116183351,"TRMT2A","27037","tRNA methyltransferase 2 homolog A"
"ENSG00000169122",38.7106978850751,-0.362973069841823,0.28583007552838,-1.26989110285486,0.204123422831227,0.295687116183351,"FAM110B","90362","family with sequence similarity 110 member B"
"ENSG00000139832",14.8727431930377,0.612342014299086,0.482226779812902,1.26982166883529,0.204148160273323,0.295687116183351,"RAB20","55647","RAB20, member RAS oncogene family"
"ENSG00000156097",1.5542598341836,-1.98639426655163,1.56433710780417,-1.26979936526591,0.204156106887914,0.295687116183351,"GPR61","83873","G protein-coupled receptor 61"
"ENSG00000141682",1098.52772158398,-0.0973452676698183,0.0766626109534635,-1.26978805520868,0.204160136672668,0.295687116183351,"PMAIP1","5366","phorbol-12-myristate-13-acetate-induced protein 1"
"ENSG00000261652",8.14560559206494,-0.796595239609581,0.627662884610826,-1.26914504448276,0.204389337226789,0.295989982514338,"C15orf65","145788","chromosome 15 open reading frame 65"
"ENSG00000170500",23.114349877684,-0.467156489087047,0.368126810664385,-1.26900968784082,0.204437608810297,0.296024367438345,"LONRF2","164832","LON peptidase N-terminal domain and ring finger 2"
"ENSG00000180822",129.674834100819,-0.202937058077171,0.159923186108003,-1.26896582675709,0.204453252554954,0.296024367438345,"PSMG4","389362","proteasome assembly chaperone 4"
"ENSG00000163938",1191.50047380893,-0.08333270882128,0.0656915220300928,-1.26854586780781,0.204603081596117,0.296212202019997,"GNL3","26354","G protein nucleolar 3"
"ENSG00000198736",285.618902851707,0.140941256324171,0.111168234965805,1.2678195022843,0.20486241599996,0.29655851949783,"MSRB1","51734","methionine sulfoxide reductase B1"
"ENSG00000276966",5.92948972110783,0.945277914163645,0.745649266661886,1.26772459442689,0.204896318615408,0.29657846628893,"HIST1H4E","8367","histone cluster 1 H4 family member e"
"ENSG00000178623",4.37810633742545,1.10561593112829,0.872214224656482,1.26759676679629,0.204941987151269,0.296605229968519,"GPR35","2859","G protein-coupled receptor 35"
"ENSG00000172428",431.639243988006,-0.118231211795264,0.0932746338265005,-1.26756018163722,0.204955059166739,0.296605229968519,"COPS9","150678","COP9 signalosome subunit 9"
"ENSG00000107175",1642.65287153975,-0.071419146199823,0.0563888321411968,-1.26654770967752,0.205317059787664,0.297083870036834,"CREB3","10488","cAMP responsive element binding protein 3"
"ENSG00000162368",2997.1527650085,-0.067401484030883,0.0532177592804694,-1.26652239669961,0.205326116175546,0.297083870036834,"CMPK1","51727","cytidine/uridine monophosphate kinase 1"
"ENSG00000118113",1.48697676299192,-2.03786500282224,1.61040142147676,-1.26543914805632,0.205713949172592,0.297615802778607,"MMP8","4317","matrix metallopeptidase 8"
"ENSG00000180806",5.96265939523797,0.995130046870554,0.786432936412185,1.26537178288905,0.205738085334977,0.297621505856585,"HOXC9","3225","homeobox C9"
"ENSG00000112855",394.42315035561,0.118613380594086,0.0937833631588777,1.26475929843915,0.205957625851241,0.297909852762351,"HARS2","23438","histidyl-tRNA synthetase 2, mitochondrial"
"ENSG00000128422",12.5761062511351,0.649374906682158,0.513607031558439,1.26434193221958,0.206107325146409,0.298097130324609,"KRT17","3872","keratin 17"
"ENSG00000142208",2785.79910702016,0.0595728528467094,0.0471388843290719,1.26377307597773,0.206311487539199,0.298363134466952,"AKT1","207","AKT serine/threonine kinase 1"
"ENSG00000274810",2.05988817355406,1.76042392809795,1.39347216020913,1.26333627493049,0.206468355002357,0.298560696234766,"NPHP3-ACAD11","100532724","NPHP3-ACAD11 readthrough (NMD candidate)"
"ENSG00000141314",6.42066117220795,0.928141349535387,0.735037950715441,1.26271214789929,0.206692646716749,0.298855707574948,"RHBDL3","162494","rhomboid like 3"
"ENSG00000127152",1.13162588701085,2.28874998348424,1.81440885434657,1.26143012254451,0.207153921224638,0.299493279478979,"BCL11B","64919","B cell CLL/lymphoma 11B"
"ENSG00000005379",5.91350496119464,-0.936587810688455,0.742780292285253,-1.26092172936755,0.207337048501711,0.2997286337242,"TSPOAP1","9256","TSPO associated protein 1"
"ENSG00000139531",218.466850564684,-0.155189348480469,0.123120277092298,-1.26046945430549,0.207500060287536,0.299934865488202,"SUOX","6821","sulfite oxidase"
"ENSG00000115568",353.699629457659,-0.131935719357306,0.104680250644001,-1.2603687758257,0.207536360098931,0.299957916557619,"ZNF142","7701","zinc finger protein 142"
"ENSG00000065548",1208.93306871569,-0.0756777725667205,0.0600708846652611,-1.25980785847299,0.207738684214665,0.300220898995463,"ZC3H15","55854","zinc finger CCCH-type containing 15"
"ENSG00000189292",0.998259823288356,-2.36705198927309,1.87941109464751,-1.25946473127373,0.207862521448661,0.300370412894438,"ALKAL2","285016","ALK and LTK ligand 2"
"ENSG00000185739",0.642745050816304,-2.92537647832636,2.32366844660248,-1.25894745552174,0.208049311406002,0.300610857990359,"SRL","6345","sarcalumenin"
"ENSG00000154059",503.700046771201,-0.111367680612872,0.0884774142677225,-1.25871310248608,0.208133977100065,0.300703710861754,"IMPACT","55364","impact RWD domain protein"
"ENSG00000145002",1.5403159136332,-1.98000042588335,1.57356422480985,-1.25829018902778,0.208286828013345,0.30089504717317,"FAM86B2","653333","family with sequence similarity 86 member B2"
"ENSG00000171914",929.833064937405,-0.0858627125629838,0.0682618310086859,-1.25784367770707,0.208448296049111,0.301098793214918,"TLN2","83660","talin 2"
"ENSG00000125144",2.58516611338866,1.4516637996792,1.15416680895135,1.25775909376405,0.208478893629523,0.301113478470395,"MT1G","4495","metallothionein 1G"
"ENSG00000155966",19.4235483067933,-0.506097091079714,0.402500417858526,-1.25738277185491,0.208615064601584,0.30128062930898,"AFF2","2334","AF4/FMR2 family member 2"
"ENSG00000162383",8.738335503893,0.790650901340788,0.628862819256739,1.25727086596608,0.208655569848641,0.30130960106107,"SLC1A7","6512","solute carrier family 1 member 7"
"ENSG00000170477",1.1283344417623,2.31377757746267,1.84046892090662,1.25716742683321,0.208693015553302,0.30133414942927,"KRT4","3851","keratin 4"
"ENSG00000204116",281.018774296784,0.14084666283868,0.112080048506498,1.25666133014311,0.208876296373694,0.301569245293446,"CHIC1","53344","cysteine rich hydrophobic domain 1"
"ENSG00000134884",779.608777592496,0.0921543513741239,0.0733913692059624,1.25565652162049,0.209240529210871,0.302065522530103,"ARGLU1","55082","arginine and glutamate rich 1"
"ENSG00000010610",589.957783858703,0.0987008756583229,0.0786447198335177,1.2550222807998,0.209470671755581,0.302368144988615,"CD4","920","CD4 molecule"
"ENSG00000171462",16.8714624259047,-0.540053467231866,0.430373577992913,-1.25484810138776,0.209533907097525,0.302429803428001,"DLK2","65989","delta like non-canonical Notch ligand 2"
